Fish Name,Fish Family,Region,Season,Is Sustainable,Best Month,Worst Month,Number of Fish per m2,Population Number,Fish Consumption Rate (kg/year),Mortality Rate (%),Cause of Threatening,Threatened,Pollution Level,Threat Level Percentage
Mackerel,Scombridae,West Coast,Fall,Yes,August,December,2.51,1262,12.47,10.26986457,Climate Change,No,5,100
Trout,Salmonidae,Both Coasts,Summer,No,July,March,3.62,1219,17,11.83596248,,Yes,7,100
Halibut,Pleuronectidae,West Coast,Summer,No,August,September,2.95,2060,29.93,4.97901084,Climate Change,No,2,100
Jobfish,Lutjanidae,West Coast,Fall,Yes,January,February,1.26,2389,21.11,6.59928538,Climate Change,No,2,100
Comber,Serranidae,East Coast,Winter,Yes,July,May,0.57,904,22.61,11.99181773,Pollution,Yes,7,54.24353948
Grouper,Serranidae,East Coast,Summer,No,January,September,4.57,679,18.01,18.20018429,Overfishing,Yes,8,53.31078759
Trout,Salmonidae,Both Coasts,Spring,No,November,June,3.23,1767,46.99,4.700310342,Overfishing,No,3,75.98992752
Anthias,Serranidae,East Coast,Summer,No,April,June,3.99,1917,38.19,2.962145477,Climate Change,No,4,100
Trout,Salmonidae,Both Coasts,Spring,Yes,December,January,0.4,1268,3.97,8.260170218,Pollution,No,6,100
Grayling,Salmonidae,Both Coasts,Fall,Yes,February,October,1.16,176,41.06,13.44908121,Climate Change,Yes,8,100
Mahogany Snapper,Lutjanidae,West Coast,Winter,Yes,October,August,0.94,342,12.2,16.83997859,,Yes,8,100
Plaice,Pleuronectidae,West Coast,Fall,Yes,March,May,0.57,1022,49.98,9.4980671,Habitat Destruction,No,6,100
Comber,Serranidae,East Coast,Spring,No,June,September,0.71,1436,10.52,8.860901186,Overfishing,No,5,100
Jobfish,Lutjanidae,West Coast,Spring,Yes,January,June,0.68,2304,34.51,6.444176636,Overfishing,No,2,100
Mackerel,Scombridae,West Coast,Winter,No,July,June,3.04,1417,20.88,8.404969149,Climate Change,No,6,100
Grayling,Salmonidae,Both Coasts,Winter,No,March,July,1.33,871,21.04,9.509501393,Pollution,No,6,100
Salmon,Salmonidae,Both Coasts,Summer,No,January,June,0.14,1837,14.75,3.919018192,Pollution,No,3,100
Comber,Serranidae,East Coast,Spring,Yes,May,January,4.6,784,43.88,19.73621633,Habitat Destruction,Yes,9,100
Grayling,Salmonidae,Both Coasts,Spring,No,June,March,2.22,1265,38.36,11.32844976,Pollution,Yes,6,54.16138555
Comber,Serranidae,East Coast,Winter,Yes,December,April,4.92,2418,44.16,6.011533322,Overfishing,No,2,100
Chromis,Pomacentridae,East Coast,Spring,No,June,February,2.83,2390,13.74,2.742633981,Overfishing,No,4,67.672
Emperor,Lutjanidae,West Coast,Summer,Yes,October,September,2.92,1597,22.31,4.956232783,Pollution,No,1,100
Plaice,Pleuronectidae,West Coast,Spring,No,May,August,4.27,155,48.11,14.48467547,Climate Change,Yes,8,100
Grayling,Salmonidae,Both Coasts,Summer,No,July,November,2.11,889,47.86,11.95331982,Overfishing,Yes,7,100
Jobfish,Lutjanidae,West Coast,Spring,Yes,February,January,0.14,811,45.24,11.3398894,,Yes,7,100
Mahogany Snapper,Lutjanidae,West Coast,Winter,Yes,April,December,4.29,2873,5.4,4.391525969,Pollution,No,3,58.31131308
Salmon,Salmonidae,Both Coasts,Winter,Yes,January,June,2.94,2050,49.25,4.991058879,,No,3,100
Trout,Salmonidae,Both Coasts,Spring,No,August,November,4.08,2480,24.87,7.651093146,Habitat Destruction,No,2,79.4890591
Sole,Pleuronectidae,West Coast,Winter,No,June,March,2.39,2722,37.64,3.953777481,Climate Change,No,3,100
Grayling,Salmonidae,Both Coasts,Summer,No,June,April,2.79,651,28.9,14.10636107,Habitat Destruction,Yes,8,100
Sea Bass,Serranidae,East Coast,Spring,Yes,September,February,3.86,395,15.67,16.82502513,Overfishing,Yes,9,100
Jobfish,Lutjanidae,West Coast,Summer,Yes,May,August,4.84,131,32.2,15.7430519,Climate Change,Yes,8,100
Tuna,Scombridae,West Coast,Spring,Yes,June,May,3.39,2774,4.95,2.174550668,Habitat Destruction,No,4,100
Plaice,Pleuronectidae,West Coast,Summer,Yes,April,December,1.03,1962,36.12,6.720994169,,No,3,28.68737871
Grayling,Salmonidae,Both Coasts,Spring,Yes,January,February,3.8,1121,1.05,9.135842351,Overfishing,No,6,62.41170928
Anthias,Serranidae,East Coast,Winter,Yes,July,October,0.85,1578,10.77,2.783715714,,No,3,54.79994931
Sole,Pleuronectidae,West Coast,Winter,No,December,November,3.68,689,8.49,16.62638596,Pollution,Yes,9,39.9137787
Kingfish,Scombridae,West Coast,Winter,Yes,September,November,0.79,2826,27.07,5.349196457,Habitat Destruction,No,4,100
Snapper,Lutjanidae,West Coast,Fall,No,August,October,1.65,1940,19.56,2.945840077,Habitat Destruction,No,3,42.83583956
Char,Salmonidae,Both Coasts,Spring,Yes,January,April,0.89,2776,22.27,7.537244549,Habitat Destruction,No,1,58.38121963
Sole,Pleuronectidae,West Coast,Fall,Yes,October,September,1.2,1211,35.55,8.987729557,,No,7,100
Grouper,Serranidae,East Coast,Spring,Yes,April,November,3.15,1693,28.6,5.662427541,Overfishing,No,3,42.33670935
Sole,Pleuronectidae,West Coast,Summer,Yes,October,June,1.19,2587,24.71,7.468753577,Overfishing,No,1,100
Grayling,Salmonidae,Both Coasts,Spring,No,July,June,0.11,1217,10.67,10.85573103,,No,5,100
Snapper,Lutjanidae,West Coast,Summer,No,May,March,1.59,2559,40.33,5.753388739,Habitat Destruction,No,4,100
Halibut,Pleuronectidae,West Coast,Fall,No,July,May,2.97,2851,6.12,2.573959759,Pollution,No,4,100
Plaice,Pleuronectidae,West Coast,Winter,No,May,August,0.8,1079,16.77,10.24707939,,Yes,5,100
Sole,Pleuronectidae,West Coast,Winter,Yes,January,March,1.85,2140,10.73,6.614243013,Habitat Destruction,No,3,100
Chromis,Pomacentridae,East Coast,Fall,Yes,April,February,4.6,2736,48.73,5.424522954,Pollution,No,1,17.59771986
Flounder,Pleuronectidae,West Coast,Summer,No,March,November,1.44,1990,30.74,2.417738032,Climate Change,No,3,65.07574379
Clownfish,Pomacentridae,East Coast,Spring,Yes,July,December,0.53,1709,18.84,4.884117388,Pollution,No,3,100
Emperor,Lutjanidae,West Coast,Winter,Yes,January,September,0.87,832,48.92,8.704481481,,Yes,7,100
Salmon,Salmonidae,Both Coasts,Summer,No,January,July,1.26,149,25.24,13.74085714,Habitat Destruction,Yes,10,89.20234971
Clownfish,Pomacentridae,East Coast,Summer,No,January,December,1.18,680,9.51,13.33619128,Overfishing,Yes,9,100
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,November,January,1.65,221,35.36,17.68510124,Climate Change,Yes,10,100
Salmon,Salmonidae,Both Coasts,Summer,Yes,April,August,2.18,118,23.47,16.00028904,Habitat Destruction,Yes,8,100
Clownfish,Pomacentridae,East Coast,Summer,Yes,April,November,0.8,1107,1.23,11.07796326,Pollution,No,5,100
Plaice,Pleuronectidae,West Coast,Spring,No,May,September,4.33,2772,16.86,6.414263769,Climate Change,No,1,63.77464976
Trout,Salmonidae,Both Coasts,Summer,No,February,April,4.8,424,31.46,13.37193332,Overfishing,Yes,10,100
Bonito,Scombridae,West Coast,Spring,No,July,September,4.95,624,36.4,12.22726402,,Yes,10,66.65326514
Flounder,Pleuronectidae,West Coast,Summer,Yes,April,October,4.88,541,23.95,12.0912561,Pollution,Yes,10,100
Sole,Pleuronectidae,West Coast,Winter,No,August,March,3.56,2939,34.16,7.658943289,Habitat Destruction,No,3,100
Bonito,Scombridae,West Coast,Winter,No,May,November,3.85,1335,24.89,10.03748555,Overfishing,No,6,28.41093174
Damselfish,Pomacentridae,East Coast,Fall,No,July,February,2.5,488,11.79,16.15526467,Pollution,Yes,8,83.5333276
Clownfish,Pomacentridae,East Coast,Fall,Yes,March,November,2.65,1357,5.25,10.70356831,Habitat Destruction,Yes,7,100
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,June,May,2.34,1360,19.81,10.75027217,Overfishing,No,5,62.20998651
Grouper,Serranidae,East Coast,Winter,Yes,November,October,4.71,2522,1.68,4.774988192,Habitat Destruction,No,1,43.65363297
Clownfish,Pomacentridae,East Coast,Spring,Yes,January,October,0.19,457,1.65,14.33895337,Pollution,Yes,8,52.97229563
Grayling,Salmonidae,Both Coasts,Spring,Yes,July,January,0.33,2411,7.2,6.159236307,Habitat Destruction,No,1,100
Plaice,Pleuronectidae,West Coast,Spring,Yes,November,October,1.03,298,8.32,13.24748402,,Yes,9,100
Sea Bass,Serranidae,East Coast,Fall,No,August,September,0.71,789,46.6,15.9685871,Overfishing,Yes,8,100
Flounder,Pleuronectidae,West Coast,Spring,Yes,January,August,4.54,530,32.1,12.11936193,,Yes,9,100
Jobfish,Lutjanidae,West Coast,Spring,Yes,September,June,4.32,2569,47.64,6.171392546,Climate Change,No,1,100
Clownfish,Pomacentridae,East Coast,Winter,Yes,November,October,2.8,535,14.92,13.09482265,Pollution,Yes,10,85.58436599
Comber,Serranidae,East Coast,Fall,Yes,March,June,0.6,731,14.33,17.81795058,Habitat Destruction,Yes,8,100
Grouper,Serranidae,East Coast,Summer,No,September,July,2.8,508,47.27,13.54170335,Overfishing,Yes,9,69.52060723
Flounder,Pleuronectidae,West Coast,Winter,No,November,May,4.37,2846,36.94,5.285186296,Overfishing,No,1,100
Halibut,Pleuronectidae,West Coast,Fall,Yes,August,January,3.9,758,19.78,19.27389995,Habitat Destruction,Yes,9,100
Mackerel,Scombridae,West Coast,Spring,Yes,December,February,1.23,1882,6.43,5.143682053,Climate Change,No,1,36.56919531
Snapper,Lutjanidae,West Coast,Fall,Yes,January,August,0.94,2349,22.75,2.412447401,Habitat Destruction,No,4,87.48477865
Anthias,Serranidae,East Coast,Fall,Yes,January,July,2.99,414,32.28,14.20186779,Pollution,Yes,10,100
Salmon,Salmonidae,Both Coasts,Fall,Yes,January,October,1.43,1955,27.74,5.712612053,Climate Change,No,4,67.39008188
Char,Salmonidae,Both Coasts,Spring,No,June,November,3.29,1496,13.82,10.09694639,Overfishing,Yes,7,100
Damselfish,Pomacentridae,East Coast,Fall,No,May,June,2.84,884,44.99,10.01256912,Pollution,Yes,6,100
Clownfish,Pomacentridae,East Coast,Summer,Yes,January,February,3.96,1152,38.71,11.94112348,Habitat Destruction,Yes,5,68.73234832
Flounder,Pleuronectidae,West Coast,Winter,Yes,September,December,0.63,819,36.42,11.5155953,Overfishing,Yes,6,100
Sergeant Major,Pomacentridae,East Coast,Fall,Yes,May,February,0.54,1584,13.21,7.913728671,Habitat Destruction,No,2,92.31574032
Jobfish,Lutjanidae,West Coast,Summer,No,June,May,2.47,1322,30.23,11.87189257,Overfishing,Yes,5,72.03277989
Chromis,Pomacentridae,East Coast,Winter,No,January,July,1.05,548,39.06,15.38690329,Pollution,Yes,10,100
Trout,Salmonidae,Both Coasts,Winter,Yes,February,July,0.2,613,17.45,14.26556283,Habitat Destruction,Yes,8,70.85837899
Snapper,Lutjanidae,West Coast,Spring,No,September,June,4.6,1447,32.53,8.993605535,Habitat Destruction,No,7,100
Comber,Serranidae,East Coast,Fall,No,July,October,4.21,1038,1.62,11.64680603,Climate Change,No,6,100
Chromis,Pomacentridae,East Coast,Fall,Yes,April,August,4.37,237,10.05,19.72430125,Pollution,Yes,10,81.79908995
Sea Bass,Serranidae,East Coast,Fall,Yes,March,August,3.02,2334,33.39,3.990055611,Climate Change,No,4,74.04067862
Snapper,Lutjanidae,West Coast,Winter,No,March,August,1.49,861,38.14,9.046603671,Habitat Destruction,Yes,7,100
Emperor,Lutjanidae,West Coast,Winter,No,December,March,4.69,813,18.63,10.59321475,,Yes,7,100
Bonito,Scombridae,West Coast,Winter,Yes,January,May,3.77,337,15.89,18.04630359,,Yes,8,100
Tuna,Scombridae,West Coast,Fall,No,February,October,1.79,884,8.63,8.828945251,Pollution,No,6,100
Flounder,Pleuronectidae,West Coast,Spring,Yes,November,August,1.23,679,39.43,18.79973416,Climate Change,Yes,8,100
Chromis,Pomacentridae,East Coast,Winter,No,November,September,0.18,522,22.12,19.9753237,Overfishing,Yes,9,100
Tuna,Scombridae,West Coast,Spring,No,August,February,3.77,1926,19.34,6.150725256,Overfishing,No,3,89.21723176
Clownfish,Pomacentridae,East Coast,Summer,Yes,March,July,1.73,1332,16.78,8.170972146,Pollution,No,6,62.52219261
Mackerel,Scombridae,West Coast,Summer,No,April,March,2.26,1058,21.58,10.64543856,Climate Change,No,6,100
Bonito,Scombridae,West Coast,Fall,Yes,October,December,0.33,2993,46.03,5.713569572,Overfishing,No,1,100
Sergeant Major,Pomacentridae,East Coast,Fall,Yes,December,October,2.34,2287,27.5,3.09730045,Overfishing,No,3,55.15653177
Anthias,Serranidae,East Coast,Spring,Yes,August,October,4.6,741,29.3,18.8827922,Climate Change,Yes,10,100
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,September,March,2.89,1618,15.6,3.52711639,Overfishing,No,1,52.7092336
Clownfish,Pomacentridae,East Coast,Summer,No,April,February,4.6,133,1.55,18.67487856,Pollution,Yes,8,100
Damselfish,Pomacentridae,East Coast,Spring,No,May,November,4.59,2715,3.91,4.799368084,Climate Change,No,4,55.24564836
Plaice,Pleuronectidae,West Coast,Winter,No,January,February,0.66,984,21.94,9.84593612,Climate Change,Yes,7,100
Kingfish,Scombridae,West Coast,Winter,Yes,December,September,3.95,1323,34.5,9.251470876,Pollution,No,7,100
Kingfish,Scombridae,West Coast,Spring,No,September,December,4.54,318,14.88,18.59774046,Climate Change,Yes,8,34.66610831
Char,Salmonidae,Both Coasts,Summer,No,June,December,2.45,2302,27.54,3.526831059,Habitat Destruction,No,3,100
Snapper,Lutjanidae,West Coast,Spring,No,December,November,2.5,143,6.3,17.75643086,Habitat Destruction,Yes,8,64.97406438
Snapper,Lutjanidae,West Coast,Fall,Yes,November,March,2.46,2993,21.75,7.356888877,,No,3,65.76909839
Sole,Pleuronectidae,West Coast,Spring,No,August,February,3.63,620,39.93,13.42566814,Habitat Destruction,Yes,10,68.57036558
Tuna,Scombridae,West Coast,Fall,Yes,January,August,1.24,600,49.72,17.3217043,,Yes,8,75.6772319
Halibut,Pleuronectidae,West Coast,Winter,Yes,October,April,2.42,2026,37.41,2.565520977,Pollution,No,1,100
Jobfish,Lutjanidae,West Coast,Summer,No,October,January,1.07,2518,13.66,7.853004478,Climate Change,No,1,100
Sergeant Major,Pomacentridae,East Coast,Fall,Yes,October,March,2.71,397,45.08,12.70634708,Overfishing,Yes,10,100
Chromis,Pomacentridae,East Coast,Fall,No,April,March,4.86,945,33.1,10.54038597,Pollution,Yes,5,61.1352643
Flounder,Pleuronectidae,West Coast,Summer,Yes,September,October,4.17,1005,6.37,8.301187126,Climate Change,No,6,40.28837665
Kingfish,Scombridae,West Coast,Fall,Yes,February,October,1.56,1284,23.86,10.30715778,Pollution,No,6,58.85396277
Tuna,Scombridae,West Coast,Summer,Yes,February,October,4.68,2025,40.18,3.217581874,Climate Change,No,1,100
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,July,October,0.61,1122,11.6,11.49858375,,No,5,49.60869647
Sole,Pleuronectidae,West Coast,Summer,No,May,November,1.25,662,10.38,16.09662994,,Yes,10,27.57255849
Emperor,Lutjanidae,West Coast,Summer,No,April,January,3.66,1942,30.9,7.157270986,,No,3,100
Sergeant Major,Pomacentridae,East Coast,Summer,Yes,May,October,0.61,182,49.36,17.66319381,Climate Change,Yes,10,100
Grayling,Salmonidae,Both Coasts,Summer,Yes,March,May,3.17,936,20.98,8.851010329,Pollution,Yes,7,51.9655653
Flounder,Pleuronectidae,West Coast,Spring,Yes,January,September,0.45,439,19.81,16.30111489,Pollution,Yes,10,100
Salmon,Salmonidae,Both Coasts,Fall,Yes,October,December,1.16,1072,18.17,9.506828517,Habitat Destruction,No,6,68.71407932
Char,Salmonidae,Both Coasts,Summer,No,February,July,4.11,186,4.52,19.84540579,Pollution,Yes,9,80.93390521
Mackerel,Scombridae,West Coast,Winter,Yes,April,January,0.37,954,9.34,10.97014884,Habitat Destruction,Yes,6,100
Halibut,Pleuronectidae,West Coast,Summer,Yes,June,February,2.22,717,20.11,12.91432124,Pollution,Yes,8,100
Anthias,Serranidae,East Coast,Spring,Yes,August,May,4.48,1680,35.89,6.239131776,Climate Change,No,3,100
Char,Salmonidae,Both Coasts,Fall,Yes,May,September,2.38,1064,15.8,10.61066051,,No,5,57.10982611
Sea Bass,Serranidae,East Coast,Winter,Yes,May,January,1.1,2084,49.51,3.1206334,Climate Change,No,4,42.39616589
Sergeant Major,Pomacentridae,East Coast,Fall,No,December,June,4.08,1419,22.46,10.1537581,Climate Change,No,6,100
Snapper,Lutjanidae,West Coast,Summer,No,March,September,1.98,1753,33.83,7.664244195,,No,2,52.92600981
Mackerel,Scombridae,West Coast,Winter,No,August,December,2.47,1784,31.44,3.39285996,Habitat Destruction,No,3,36.20273705
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,July,September,0.52,1421,11.19,9.721031541,Climate Change,No,5,81.68948301
Sea Bass,Serranidae,East Coast,Spring,No,March,January,2.15,2231,8.2,7.797535701,,No,3,100
Snapper,Lutjanidae,West Coast,Summer,Yes,May,December,3.95,2722,5.16,7.193113257,,No,4,36.93354891
Sea Bass,Serranidae,East Coast,Summer,Yes,May,October,4.45,2655,25.55,2.670519566,,No,3,58.12277337
Mahogany Snapper,Lutjanidae,West Coast,Fall,No,February,May,3.06,738,15.42,14.70544192,Pollution,Yes,9,25.60689036
Emperor,Lutjanidae,West Coast,Summer,No,June,May,2.67,1101,48.88,8.591221482,Overfishing,No,7,100
Flounder,Pleuronectidae,West Coast,Spring,Yes,July,March,3.58,1469,17.35,8.971032398,Pollution,No,5,74.70510076
Char,Salmonidae,Both Coasts,Fall,No,March,January,1.43,1576,38.3,3.694867059,Habitat Destruction,No,1,30.70163459
Salmon,Salmonidae,Both Coasts,Spring,No,May,November,2.93,301,44.04,16.41650078,Overfishing,Yes,10,100
Comber,Serranidae,East Coast,Summer,No,April,October,3.13,1824,10.97,2.282540747,Overfishing,No,2,36.94812739
Comber,Serranidae,East Coast,Fall,No,December,March,1.13,2221,14.02,7.503676187,Pollution,No,2,55.30734572
Emperor,Lutjanidae,West Coast,Winter,No,July,September,3.26,817,14.96,10.30419018,Overfishing,Yes,7,82.44496736
Comber,Serranidae,East Coast,Summer,Yes,October,December,2.79,1537,33.08,7.249966071,Climate Change,No,3,100
Snapper,Lutjanidae,West Coast,Spring,Yes,August,September,3.89,773,20.84,16.31108154,Climate Change,Yes,8,100
Jobfish,Lutjanidae,West Coast,Winter,No,August,January,2.22,754,36.4,19.87004678,Climate Change,Yes,10,100
Halibut,Pleuronectidae,West Coast,Fall,No,November,September,3.03,2524,39.81,5.839545908,,No,1,100
Snapper,Lutjanidae,West Coast,Winter,Yes,December,September,1.6,1259,49.08,11.59750958,,Yes,7,100
Comber,Serranidae,East Coast,Winter,Yes,September,May,1.06,421,3.11,17.92572695,Climate Change,Yes,9,28.6464289
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,July,December,0.94,233,7.05,17.20397293,Climate Change,Yes,8,100
Bonito,Scombridae,West Coast,Summer,No,May,March,3.26,1850,32.01,4.615914922,Climate Change,No,2,100
Halibut,Pleuronectidae,West Coast,Summer,Yes,May,October,3.07,2239,4.17,2.625754924,,No,1,52.38385735
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,July,April,2.33,703,21.22,12.54464186,Habitat Destruction,Yes,9,75.70159966
Bonito,Scombridae,West Coast,Spring,Yes,May,January,0.11,1479,12.27,8.091939315,Pollution,No,7,28.2958564
Grayling,Salmonidae,Both Coasts,Fall,Yes,July,December,1.74,1940,9.01,3.781414167,Climate Change,No,2,100
Comber,Serranidae,East Coast,Fall,Yes,February,December,4.01,2333,39.62,2.790659367,,No,4,100
Chromis,Pomacentridae,East Coast,Summer,Yes,November,April,1.58,1842,9.38,7.351169886,Pollution,No,3,79.52121296
Chromis,Pomacentridae,East Coast,Fall,Yes,December,August,3.19,1787,49.44,7.755843172,Habitat Destruction,No,1,73.76144093
Sergeant Major,Pomacentridae,East Coast,Winter,Yes,July,August,3.17,1755,11.29,2.361172315,Climate Change,No,3,77.50188076
Clownfish,Pomacentridae,East Coast,Fall,Yes,June,December,1.64,421,19.3,16.53511623,,Yes,10,100
Sergeant Major,Pomacentridae,East Coast,Fall,No,November,February,0.84,1436,28.33,11.8178015,Overfishing,No,6,100
Grayling,Salmonidae,Both Coasts,Spring,No,October,August,3.17,1164,46.03,8.622632547,Habitat Destruction,No,5,100
Sea Bass,Serranidae,East Coast,Spring,No,July,February,4.67,440,33.81,19.29246038,Climate Change,Yes,8,100
Grayling,Salmonidae,Both Coasts,Summer,Yes,December,September,4.49,951,29.97,10.2177345,Habitat Destruction,Yes,5,56.63130079
Halibut,Pleuronectidae,West Coast,Fall,Yes,May,December,2.99,2884,43.98,7.443935084,Habitat Destruction,No,2,34.80301294
Emperor,Lutjanidae,West Coast,Spring,Yes,May,October,3.8,2958,42.51,3.016183147,Habitat Destruction,No,4,20.86099958
Sergeant Major,Pomacentridae,East Coast,Summer,Yes,October,February,0.95,1917,10.73,7.882048081,,No,3,57.12374428
Salmon,Salmonidae,Both Coasts,Summer,No,September,August,2.2,631,18.19,12.59938749,Pollution,Yes,9,43.2734915
Clownfish,Pomacentridae,East Coast,Fall,Yes,May,February,0.44,509,3.96,16.6475982,Overfishing,Yes,8,100
Salmon,Salmonidae,Both Coasts,Winter,No,February,August,3.85,712,11.96,12.1619715,Climate Change,Yes,9,74.45581088
Grayling,Salmonidae,Both Coasts,Spring,Yes,March,February,3.96,2274,24.84,5.338720651,Habitat Destruction,No,3,100
Halibut,Pleuronectidae,West Coast,Winter,Yes,August,September,1.76,552,27.09,18.22883019,Pollution,Yes,10,100
Trout,Salmonidae,Both Coasts,Winter,No,May,August,3.08,1428,37.5,11.59537073,Climate Change,Yes,7,100
Char,Salmonidae,Both Coasts,Winter,No,October,January,3.45,1951,7.78,5.469804629,Climate Change,No,3,59.15088185
Char,Salmonidae,Both Coasts,Spring,Yes,November,September,0.98,2120,27.93,5.312377107,Climate Change,No,1,100
Sole,Pleuronectidae,West Coast,Fall,No,October,January,0.14,998,39.42,11.10533684,Climate Change,Yes,7,45.44676186
Anthias,Serranidae,East Coast,Winter,No,September,March,0.62,636,12.04,19.12502174,Habitat Destruction,Yes,9,100
Clownfish,Pomacentridae,East Coast,Summer,No,November,January,3.08,1733,44.06,6.633875582,,No,2,72.96131905
Grouper,Serranidae,East Coast,Fall,No,March,July,2.16,200,40.11,18.56637731,Climate Change,Yes,9,100
Damselfish,Pomacentridae,East Coast,Spring,No,May,September,0.22,2556,45.56,6.973063231,,No,2,32.68335207
Damselfish,Pomacentridae,East Coast,Fall,Yes,January,December,1.63,641,7,14.81041875,,Yes,8,100
Chromis,Pomacentridae,East Coast,Spring,No,April,July,0.95,2797,9.08,2.291673756,Habitat Destruction,No,2,100
Clownfish,Pomacentridae,East Coast,Spring,No,September,December,1.77,2934,24.3,7.158156364,Climate Change,No,4,100
Tuna,Scombridae,West Coast,Fall,No,November,March,0.46,302,46.02,15.09981793,Pollution,Yes,8,60.8721461
Char,Salmonidae,Both Coasts,Winter,No,January,April,4.18,442,4.48,15.97327588,Habitat Destruction,Yes,10,100
Grouper,Serranidae,East Coast,Spring,No,March,December,1.51,739,10.04,13.95906135,Overfishing,Yes,10,100
Anthias,Serranidae,East Coast,Winter,Yes,January,November,3.58,1789,38.72,3.318333628,Habitat Destruction,No,1,100
Jobfish,Lutjanidae,West Coast,Fall,No,April,August,1.58,2466,41.52,4.941019176,Overfishing,No,4,92.381292
Flounder,Pleuronectidae,West Coast,Summer,Yes,January,February,3.34,222,33.41,16.05977793,,Yes,9,100
Clownfish,Pomacentridae,East Coast,Spring,No,November,June,3.57,1314,35.55,8.249349391,Overfishing,No,7,100
Sea Bass,Serranidae,East Coast,Spring,Yes,December,July,0.65,387,2.7,15.00984138,Climate Change,Yes,9,100
Damselfish,Pomacentridae,East Coast,Fall,No,August,April,3.04,466,21.72,18.93563417,,Yes,8,46.85659796
Emperor,Lutjanidae,West Coast,Winter,Yes,February,July,4.88,2655,46.94,4.051835719,Climate Change,No,1,100
Halibut,Pleuronectidae,West Coast,Summer,Yes,June,July,1.08,2981,12.49,2.880241668,Overfishing,No,2,100
Sergeant Major,Pomacentridae,East Coast,Spring,Yes,January,September,0.57,474,6.14,16.06405499,Overfishing,Yes,9,100
Trout,Salmonidae,Both Coasts,Summer,No,January,November,4.09,1501,48.5,4.823229888,Pollution,No,2,56.12653424
Mackerel,Scombridae,West Coast,Fall,Yes,June,April,3.38,2952,22.19,5.776280874,,No,1,37.77860124
Halibut,Pleuronectidae,West Coast,Fall,Yes,September,January,1.46,1272,2.36,10.01121862,Overfishing,No,6,100
Comber,Serranidae,East Coast,Spring,Yes,April,February,0.44,508,37.88,18.48436926,Habitat Destruction,Yes,9,17.73770195
Anthias,Serranidae,East Coast,Spring,Yes,May,December,3.72,2054,48.14,7.719010466,Pollution,No,4,42.08642272
Trout,Salmonidae,Both Coasts,Summer,Yes,July,January,2.74,292,44.68,17.5898182,Pollution,Yes,9,100
Chromis,Pomacentridae,East Coast,Fall,Yes,May,August,0.74,917,48.2,9.191832883,Climate Change,Yes,6,92.77302777
Grouper,Serranidae,East Coast,Summer,No,February,January,4.53,1644,12.91,3.783689134,Pollution,No,2,100
Sergeant Major,Pomacentridae,East Coast,Winter,Yes,February,October,2.82,1107,25.89,11.62766624,Overfishing,Yes,7,73.43114591
Comber,Serranidae,East Coast,Spring,Yes,June,November,4.24,759,7.81,12.87794098,Overfishing,Yes,8,100
Tuna,Scombridae,West Coast,Spring,No,October,March,1.4,232,18.97,17.57326043,Climate Change,Yes,8,49.07538285
Anthias,Serranidae,East Coast,Winter,No,June,August,1.66,1414,24.9,9.106394059,Overfishing,No,6,100
Sergeant Major,Pomacentridae,East Coast,Winter,No,March,December,0.2,908,4.75,11.53009917,Habitat Destruction,Yes,6,75.44999303
Trout,Salmonidae,Both Coasts,Spring,No,March,January,4.85,310,23.99,19.78278104,Habitat Destruction,Yes,10,64.31458833
Kingfish,Scombridae,West Coast,Spring,Yes,June,October,3.95,562,15.15,15.60913327,Pollution,Yes,10,100
Plaice,Pleuronectidae,West Coast,Summer,Yes,November,October,4.75,2576,1.51,5.708006334,Overfishing,No,1,100
Plaice,Pleuronectidae,West Coast,Spring,Yes,August,February,3.06,557,31.47,18.15574936,,Yes,9,100
Flounder,Pleuronectidae,West Coast,Winter,No,March,July,3.27,1566,9.98,7.231230018,Habitat Destruction,No,3,100
Jobfish,Lutjanidae,West Coast,Fall,Yes,July,August,3.47,1955,24.94,6.617136191,Overfishing,No,1,77.21787667
Anthias,Serranidae,East Coast,Spring,No,May,January,3.51,971,42.34,8.305214919,,Yes,6,31.17077904
Clownfish,Pomacentridae,East Coast,Spring,No,April,December,4.84,110,16.56,13.08985651,,Yes,9,91.18896386
Salmon,Salmonidae,Both Coasts,Fall,No,June,September,3.67,171,16.36,16.74514438,Climate Change,Yes,10,100
Comber,Serranidae,East Coast,Fall,Yes,June,November,4.89,1372,40.88,9.145535595,Habitat Destruction,No,6,100
Snapper,Lutjanidae,West Coast,Spring,No,February,July,2.83,1482,21.66,10.66239575,Climate Change,Yes,6,76.05551793
Halibut,Pleuronectidae,West Coast,Winter,No,December,September,4.1,214,19.91,19.7821322,Overfishing,Yes,9,100
Damselfish,Pomacentridae,East Coast,Fall,No,April,October,3.56,446,35.02,13.96159266,,Yes,8,50.76054398
Grayling,Salmonidae,Both Coasts,Winter,Yes,June,February,0.5,483,30.36,13.24054061,Climate Change,Yes,8,100
